,Station1,Station1_Lat,Station1_Lon,Station2,Station2_Lat,Station2_Lon,velocity_period_1,velocity_period_2,velocity_period_3,velocity_period_4,velocity_period_5,velocity_period_6,velocity_period_7,velocity_period_8,velocity_period_9,velocity_period_10,velocity_period_11,velocity_period_12,velocity_period_13,velocity_period_14,velocity_period_15
2115,UW.LTY,47.25451,-120.66636,XD.MD05,46.523159,-122.278168,,,,,2.2127649116209103,,,,,,,,,,
2116,CC.MAR,46.28532,-122.29667,CC.TABR,46.80435,-121.84948,,,,,2.159716763202726,,,,,,,,,,
2117,UW.FMW,46.941914,-121.671465,UW.WATCH,46.5707,-121.98712,,,,,,,,,,,,,,,
2118,UW.GLK,46.557499,-121.610733,UW.MOX,46.577004,-120.299609,,,,,,,,,,,,,,,
2119,UW.LOKMT,47.14963,-120.7894,UW.MOX,46.577004,-120.299609,,,,,,,,,,,,,,,
2120,UW.ETW,47.60451,-120.33265,UW.MORSE,47.68901,-122.51448,,,,,1.981750378700941,,,,,,,,,,
2121,CC.CARB,46.98832,-122.00541,UW.MOX,46.577004,-120.299609,,,,,,,,,,,,,,,
2122,UW.GMW,47.5488,-122.78546,UW.TDL,46.35067,-122.21704,,,,,,,,,,,,,,,
2123,XD.MK08,46.117378,-122.046066,YH.MF42,46.326698,-122.238403,,,,,,,,,,,,,,,
2124,XD.ME06,46.463291,-122.196968,XD.MK08,46.117378,-122.046066,,,,,2.83214068627451,,,,,,,,,,
2125,UW.ETW,47.60451,-120.33265,UW.RATT,47.42546,-121.80254,,,,,1.7108899255489587,,,,,,,,,,
2126,UW.WPW,46.698639,-121.537338,XD.MI04,46.195938,-122.410149,,,,,,,,,,,,,,,
2127,UW.STOR,47.188099,-121.9888,UW.TOUT,46.30318,-122.56306,,,,,,,,,,,,,,,
2128,UW.HSR,46.17428,-122.18065,UW.LON,46.750599,-121.809601,,,,,,,,,,,,,,,
2129,UW.STOR,47.188099,-121.9888,XD.MH07,46.279812,-122.082024,,,,,2.3708369359331476,,,,,,,,,,
2130,UW.GRCC,47.31237,-122.180283,UW.GSM,47.20388,-121.796043,,,,,2.4985298524404085,,,,,,,,,,
2131,CC.VALT,46.214218,-122.189247,XD.MG07,46.352852,-122.031013,,,,,,,,,,,,,,,
2132,UW.HSR,46.17428,-122.18065,XD.MF07,46.425629,-122.002274,,,,,2.677234285714286,,,,,,,,,,
2133,CC.CARB,46.98832,-122.00541,CC.SWF2,46.178349,-122.216766,,,,,3.3009897687181495,,,,,,,,,,
2134,UW.GNW,47.56413,-122.82498,XU.N120,47.216499,-121.481903,,,,,2.45060616966581,,,,,,,,,,
2135,CC.PR02,46.918303,-122.048695,UW.LON,46.750599,-121.809601,,,,,2.319213262465199,,,,,,,,,,
2136,UW.EDM,46.19717,-122.15121,XD.MJ02,46.138771,-122.701202,,,,,2.429856005625879,,,,,,,,,,
2137,UW.STD,46.23761,-122.223961,XD.MC06,46.552021,-122.157204,,,,,,,,,,,,,,,
2138,CC.VALT,46.214218,-122.189247,UW.WATCH,46.5707,-121.98712,,,,,,,,,,,,,,,
2139,CC.JRO,46.27527,-122.21826,UW.COYL,47.69711,-122.78816,,,,,,,,,,,,,,,
2140,CC.OPCH,46.731288,-121.5713,UW.RVW2,46.152752,-122.74122,,,,,2.4254281091370555,,,,,,,,,,
2141,UW.RCM,46.83557,-121.73318,UW.STOR,47.188099,-121.9888,,,,,,,,,,,,,,,
2142,UW.GNW,47.56413,-122.82498,UW.KNGST,47.80272,-122.51469,,,,,,,,,,,,,,,
2143,CC.PR01,46.910103,-122.037586,UW.YA2,46.52652,-120.531181,,,,,,,,,,,,,,,
2144,CC.SWF2,46.178349,-122.216766,XD.MK11,46.152538,-121.601936,,,,,2.7250845565060784,,,,,,,,,,
2145,TA.E06A,46.543301,-120.979103,UW.RCM,46.83557,-121.73318,,,,,,,,,,,,,,,
2146,TA.E05A,46.560501,-121.760803,XU.N090,47.185799,-122.195297,,,,,2.4360222520107238,,,,,,,,,,
2147,UW.ELW,47.494099,-121.872673,XU.S065,46.866798,-122.3806,,,,,2.417143304061471,,,,,,,,,,
2148,CC.PARA,46.786441,-121.742195,UW.TOLE,46.452694,-122.845399,,,,,,,,,,,,,,,
2149,TA.E04D,46.556599,-122.567299,UW.ELK,46.30597,-122.34167,,,,,2.159018947368421,,,,,,,,,,
2150,TA.D05A,47.188099,-121.9888,XU.N070,47.0518,-122.715302,,,,,2.4134716955941253,,,,,,,,,,
2151,CC.KAVK,46.76041,-122.03856,UW.ASR2,46.139699,-121.597405,,,,,,,,,,,,,,,
2152,CC.TABR,46.80435,-121.84948,UW.MEW,47.20184,-122.6473,,,,,2.7670239304812836,,,,,,,,,,
2153,UW.SOS,46.243858,-122.137871,XD.MH01,46.263901,-122.806267,,,,,2.752370121833301,,,,,,,,,,
2154,CC.COPP,46.79798,-121.82875,UW.ETW,47.60451,-120.33265,,,,,2.55224164427727,,,,,,,,,,
2155,CC.ARAT,46.789,-121.853,CC.PR03,46.903433,-122.032691,,,,,,,,,,,,,,,
2156,XD.ME08,46.461948,-121.865639,XD.MK07,46.152699,-122.116768,,,,,2.5227199556541016,,,,,,,,,,
2157,UW.RCS,46.870831,-121.732307,XD.MK07,46.152699,-122.116768,,,,,3.3316323886639676,,,,,,,,,,
2158,UW.RER,46.81858,-121.8425,UW.TBM,47.16985,-120.59918,,,,,,,,,,,,,,,
2159,UW.MANO,46.951105,-120.724695,UW.WPEQ,46.613279,-121.404485,,,,,,,,,,,,,,,
2160,CC.GTWY,46.740208,-121.916966,CC.VALT,46.214218,-122.189247,,,,,,,,,,,,,,,
2161,CC.PANH,46.859032,-121.642592,YH.MF79,46.3941,-122.346001,,,,,2.6764883559263124,,,,,,,,,,
2162,UW.WPW,46.698639,-121.537338,XU.S080,47.004002,-121.988098,,,,,,,,,,,,,,,
2163,UW.GRCC,47.31237,-122.180283,UW.TBM,47.16985,-120.59918,,,,,,,,,,,,,,,
2164,CC.CARB,46.98832,-122.00541,CC.SIFT,46.86683,-121.95329,,,,,,,,,,,,,,,
2165,CC.COPP,46.79798,-121.82875,UW.COYL,47.69711,-122.78816,,,,,,,,,,,,,,,
2166,CC.KAVK,46.76041,-122.03856,UW.LACKA,46.85162,-122.48621,,,,,2.105107280513919,,,,,,,,,,
2167,CC.VALT,46.214218,-122.189247,YH.MF12,46.365799,-122.2202,,,,,,,,,,,,,,,
2168,CC.SWF2,46.178349,-122.216766,XD.MK08,46.117378,-122.046066,,,,,,,,,,,,,,,
2169,CC.USFR,46.215333,-122.232778,UW.WATCH,46.5707,-121.98712,,,,,,,,,,,,,,,
2170,UW.MEW,47.20184,-122.6473,XU.N090,47.185799,-122.195297,,,,,,,,,,,,,,,
2171,UW.ELK,46.30597,-122.34167,UW.GLK,46.557499,-121.610733,,,,,2.6572774193548385,,,,,,,,,,
2172,CC.GNOB,46.79414,-121.91438,UW.SP2,47.55629,-122.249229,,,,,,,,,,,,,,,
2173,CC.VALT,46.214218,-122.189247,XD.MI08,46.253849,-121.97448,,,,,,,,,,,,,,,
2174,CC.VALT,46.214218,-122.189247,UW.MAPLE,47.29191,-122.67061,,,,,,,,,,,,,,,
2175,CC.SUG,46.215549,-122.176262,UW.LTY,47.25451,-120.66636,,,,,2.2835416867469878,,,,,,,,,,
2176,XD.MI10,46.21928,-121.67823,XD.MJ07,46.17878,-122.055779,,,,,2.9377894736842105,,,,,,,,,,
2177,CC.PANH,46.859032,-121.642592,UW.ASR2,46.139699,-121.597405,,,,,1.5321116606616443,,,,,,,,,,
2178,UW.LON,46.750599,-121.809601,XD.ME04,46.450611,-122.351936,,,,,,,,,,,,,,,
2179,CC.NFT,46.27,-122.25611,UW.ASR2,46.139699,-121.597405,,,,,1.9749263926940641,,,,,,,,,,
2180,UW.CDF,46.11712,-122.04625,YH.MF72,46.361099,-122.263901,,,,,,,,,,,,,,,
2181,UW.JUN,46.14706,-122.152428,UW.TRW,46.292068,-120.543121,,,,,2.26003570060208,,,,,,,,,,
2182,UW.LTY,47.25451,-120.66636,UW.RATT,47.42546,-121.80254,,,,,1.9272444134078213,,,,,,,,,,
2183,UW.LACKA,46.85162,-122.48621,UW.LO2,46.750599,-121.809601,,,,,,,,,,,,,,,
2184,CC.PARA,46.786441,-121.742195,CC.PR05,46.841723,-121.948863,,,,,,,,,,,,,,,
2185,UW.RCS,46.870831,-121.732307,XD.ME08,46.461948,-121.865639,,,,,2.091289642857143,,,,,,,,,,
2186,UW.RVC,46.94408,-121.97419,XD.MA05,46.754669,-122.226189,,,,,,,,,,,,,,,
2187,UW.ELK,46.30597,-122.34167,XU.N120,47.216499,-121.481903,,,,,,,,,,,,,,,
2188,TA.E06A,46.543301,-120.979103,XU.E070,46.509201,-122.453903,,,,,2.868413062515203,,,,,,,,,,
2189,UW.LON,46.750599,-121.809601,XD.MK12,46.113701,-121.363876,,,,,3.063089724072312,,,,,,,,,,
2190,UW.ALKI,47.5751,-122.4176,UW.GMW,47.5488,-122.78546,,,,,,,,,,,,,,,
2191,CC.GNOB,46.79414,-121.91438,UW.LCW2,46.66293,-122.6973,,,,,2.951827811004785,,,,,,,,,,
2192,XD.ME06,46.463291,-122.196968,XD.MK11,46.152538,-121.601936,,,,,2.6600485756026298,,,,,,,,,,
2193,UW.JUN,46.14706,-122.152428,XD.ME06,46.463291,-122.196968,,,,,,,,,,,,,,,
2194,UW.SOS,46.243858,-122.137871,YH.MF75,46.373798,-122.298798,,,,,,,,,,,,,,,
2195,CC.PARA,46.786441,-121.742195,UW.HTW,47.80377,-121.76887,,,,,,,,,,,,,,,
2196,CC.VALT,46.214218,-122.189247,TA.E04A,46.593399,-122.720398,,,,,,,,,,,,,,,
2197,XD.MG10,46.344719,-121.658089,XD.MH09,46.297668,-121.801033,,,,,,,,,,,,,,,
2198,UW.FL2,46.19622,-122.351486,XD.MJ01,46.193741,-122.811256,,,,,,,,,,,,,,,
2199,UW.NAC,46.733009,-120.824852,UW.TBM,47.16985,-120.59918,,,,,,,,,,,,,,,
2200,CC.PANH,46.859032,-121.642592,XD.MJ09,46.184181,-121.92144,,,,,1.713795592485549,,,,,,,,,,
2201,UW.SOS,46.243858,-122.137871,XD.MB07,46.623779,-122.042389,,,,,,,,,,,,,,,
2202,XD.MG08,46.34174,-121.928726,XD.MH07,46.279812,-122.082024,,,,,,,,,,,,,,,
2203,UW.LON,46.750599,-121.809601,YH.MF15,46.389301,-122.231796,,,,,,,,,,,,,,,
2204,UW.YA2,46.52652,-120.531181,XU.S065,46.866798,-122.3806,,,,,1.6834938655462186,,,,,,,,,,
2205,CC.PR03,46.903433,-122.032691,CC.SEP,46.19978,-122.190857,,,,,,,,,,,,,,,
2206,UW.SHW,46.19364,-122.23492,XD.MG07,46.352852,-122.031013,,,,,,,,,,,,,,,
2207,CC.MAR,46.28532,-122.29667,UW.LCW2,46.66293,-122.6973,,,,,,,,,,,,,,,
2208,XD.MG07,46.352852,-122.031013,XD.MH01,46.263901,-122.806267,,,,,2.526478723404255,,,,,,,,,,
2209,UW.COWS,47.6656,-121.93075,UW.SLF,47.76058,-120.52946,,,,,1.8882640579710144,,,,,,,,,,
2210,CC.ARAT,46.789,-121.853,CC.MAR,46.28532,-122.29667,,,,,2.7272126030624264,,,,,,,,,,
2211,UW.TDL,46.35067,-122.21704,XD.MK08,46.117378,-122.046066,,,,,2.277319239720714,,,,,,,,,,
2212,UW.LO2,46.750599,-121.809601,UW.TBM,47.16985,-120.59918,,,,,1.7608385716094719,,,,,,,,,,
2213,XD.MB05,46.620869,-122.281021,XD.MJ03,46.1591,-122.564957,,,,,,,,,,,,,,,
2214,CC.PR01,46.910103,-122.037586,UW.MOX,46.577004,-120.299609,,,,,1.7904311787072245,,,,,,,,,,
2215,XU.S100,46.980099,-121.108398,YW.FACC,47.400902,-122.579498,,,,,1.8800366702937976,,,,,,,,,,
2216,UW.PUPY,46.49542,-122.14613,UW.WATCH,46.5707,-121.98712,,,,,,,,,,,,,,,
2217,CC.VALT,46.214218,-122.189247,XD.ME03,46.452068,-122.576469,,,,,,,,,,,,,,,
2218,XU.BD11,47.305199,-121.965698,XU.S090,46.989601,-121.5355,,,,,,,,,,,,,,,
2219,UW.HTW,47.80377,-121.76887,YH.MF12,46.365799,-122.2202,,,,,,,,,,,,,,,
2220,UW.GLK,46.557499,-121.610733,XD.MH01,46.263901,-122.806267,,,,,1.7169735259310825,,,,,,,,,,
2221,CC.SIFT,46.86683,-121.95329,UW.LACKA,46.85162,-122.48621,,,,,3.1181939323220536,,,,,,,,,,
2222,UW.TDL,46.35067,-122.21704,XU.N130,47.247002,-121.047997,,,,,,,,,,,,,,,
2223,UW.PNLK,47.58162,-122.03483,XU.S060,46.9967,-122.518402,,,,,2.815860694851402,,,,,,,,,,
2224,CC.FLAT,46.18951,-122.35646,CC.SUG,46.215549,-122.176262,,,,,,,,,,,,,,,
2225,TA.E05A,46.560501,-121.760803,TA.E06A,46.543301,-120.979103,,,,,3.0360514383227692,,,,,,,,,,
2226,XD.MJ03,46.1591,-122.564957,XD.MK11,46.152538,-121.601936,,,,,2.1549222857142856,,,,,,,,,,
2227,XU.S065,46.866798,-122.3806,XU.S100,46.980099,-121.108398,,,,,2.256903824498035,,,,,,,,,,
2228,UW.LTY,47.25451,-120.66636,XU.N090,47.185799,-122.195297,,,,,2.673966940509915,,,,,,,,,,
2229,UW.STOR,47.188099,-121.9888,UW.WPEQ,46.613279,-121.404485,,,,,2.632560861917326,,,,,,,,,,
2230,XD.MI05,46.231098,-122.292122,XD.MK11,46.152538,-121.601936,,,,,,,,,,,,,,,
2231,CC.GTWY,46.740208,-121.916966,UW.CDF,46.11712,-122.04625,,,,,,,,,,,,,,,
2232,CC.OPCH,46.731288,-121.5713,CC.TRON,46.9977,-122.1753,,,,,2.3795753274525526,,,,,,,,,,
2233,XD.ME02,46.439159,-122.707336,XD.MI07,46.24823,-122.07328,,,,,1.9949074640791193,,,,,,,,,,
2234,UW.GLK,46.557499,-121.610733,UW.YA2,46.52652,-120.531181,,,,,,,,,,,,,,,
2235,TA.E04D,46.556599,-122.567299,UW.GHW,47.041489,-122.273727,,,,,2.9077290986894893,,,,,,,,,,
2236,CC.LOO,46.22375,-122.18439,CC.TAVI,46.7957,-121.88423,,,,,2.003433474985513,,,,,,,,,,
2237,CC.CARB,46.98832,-122.00541,UW.YA2,46.52652,-120.531181,,,,,1.8371317041634343,,,,,,,,,,
2238,UW.BDGR,46.85763,-120.29764,UW.RCM,46.83557,-121.73318,,,,,,,,,,,,,,,
2239,XU.S060,46.9967,-122.518402,YW.FACD,46.6619,-122.852097,,,,,,,,,,,,,,,
2240,CC.HOA,46.24178,-122.19183,UW.ELK,46.30597,-122.34167,,,,,,,,,,,,,,,
2241,XU.S065,46.866798,-122.3806,YW.FACF,46.3316,-122.776199,,,,,,,,,,,,,,,
2242,UW.MEW,47.20184,-122.6473,UW.RATT,47.42546,-121.80254,,,,,,,,,,,,,,,
2243,UW.FMW,46.941914,-121.671465,XD.MG05,46.305882,-122.341927,,,,,1.5404854054054056,,,,,,,,,,
2244,CC.PANH,46.859032,-121.642592,UW.RATT,47.42546,-121.80254,,,,,2.597421420996819,,,,,,,,,,
2245,CC.ELBE,46.76645,-122.19329,UW.RCS,46.870831,-121.732307,,,,,,,,,,,,,,,
2246,CC.USFR,46.215333,-122.232778,UW.WPEQ,46.613279,-121.404485,,,,,1.841823350253807,,,,,,,,,,
2247,UW.GLK,46.557499,-121.610733,XU.N085,47.068699,-122.383598,,,,,,,,,,,,,,,
2248,CC.ARAT,46.789,-121.853,CC.JRO,46.27527,-122.21826,,,,,,,,,,,,,,,
2249,UW.FL2,46.19622,-122.351486,XD.MJ02,46.138771,-122.701202,,,,,,,,,,,,,,,
2250,CC.TAVI,46.7957,-121.88423,CC.TRON,46.9977,-122.1753,,,,,,,,,,,,,,,
2251,CC.ELBE,46.76645,-122.19329,UW.COWL,46.48204,-122.66461,,,,,2.10356516478932,,,,,,,,,,
2252,UW.RATT,47.42546,-121.80254,XD.MF05,46.390369,-122.386757,,,,,,,,,,,,,,,
2253,CC.WOW,46.78003,-121.8851,UW.RCM,46.83557,-121.73318,,,,,,,,,,,,,,,
2254,CC.CRBN,46.988155,-121.961026,CC.PR05,46.841723,-121.948863,,,,,1.9927096920747098,,,,,,,,,,
2255,CC.VOIT,46.96636,-121.98328,UW.MAPLE,47.29191,-122.67061,,,,,,,,,,,,,,,
2256,TA.E04A,46.593399,-122.720398,YW.FACF,46.3316,-122.776199,,,,,,,,,,,,,,,
2257,XD.ME06,46.463291,-122.196968,XD.MK12,46.113701,-121.363876,,,,,2.4639153689911986,,,,,,,,,,
2258,UW.ETW,47.60451,-120.33265,UW.RCS,46.870831,-121.732307,,,,,3.025627777777778,,,,,,,,,,
2259,UW.ASR,46.15259,-121.60164,YH.MF21,46.354801,-122.225197,,,,,,,,,,,,,,,
2260,UW.MOX,46.577004,-120.299609,XU.S060,46.9967,-122.518402,,,,,2.599617589576547,,,,,,,,,,
2261,CC.OBSR,46.899719,-121.815331,UW.TOUT,46.30318,-122.56306,,,,,2.8262955046649703,,,,,,,,,,
2262,XD.MA05,46.754669,-122.226189,XD.MI08,46.253849,-121.97448,,,,,,,,,,,,,,,
2263,UW.KOS,46.462799,-122.196022,XD.MC08,46.553349,-121.963219,,,,,,,,,,,,,,,
2264,XD.ME03,46.452068,-122.576469,XD.ME06,46.463291,-122.196968,,,,,2.220695274463007,,,,,,,,,,
2265,UW.RATT,47.42546,-121.80254,UW.STOR,47.188099,-121.9888,,,,,,,,,,,,,,,
2266,CC.OBSR,46.899719,-121.815331,UW.LON,46.750599,-121.809601,,,,,,,,,,,,,,,
2267,UW.COYL,47.69711,-122.78816,UW.STOR,47.188099,-121.9888,,,,,,,,,,,,,,,
2268,XD.MF09,46.389938,-121.861,XD.MJ01,46.193741,-122.811256,,,,,,,,,,,,,,,
2269,CC.ARAT,46.789,-121.853,CC.OBSR,46.899719,-121.815331,,,,,,,,,,,,,,,
2270,UW.GSM,47.20388,-121.796043,XD.MI09,46.22937,-121.834473,,,,,,,,,,,,,,,
2271,UW.GNW,47.56413,-122.82498,UW.HTW,47.80377,-121.76887,,,,,,,,,,,,,,,
2272,CC.TABR,46.80435,-121.84948,UW.TOLE,46.452694,-122.845399,,,,,2.6020501467231822,,,,,,,,,,
2273,CC.VALT,46.214218,-122.189247,UW.YELM,46.94016,-122.59081,,,,,2.593060596344982,,,,,,,,,,
2274,TA.E05A,46.560501,-121.760803,UW.CDF,46.11712,-122.04625,,,,,,,,,,,,,,,
2275,UW.TWW,47.13801,-120.86952,XD.ME02,46.439159,-122.707336,,,,,,,,,,,,,,,
2276,CC.UNFR,46.27251,-122.291983,UW.COWL,46.48204,-122.66461,,,,,2.5502690962099126,,,,,,,,,,
2277,CC.VALT,46.214218,-122.189247,XU.S065,46.866798,-122.3806,,,,,,,,,,,,,,,
2278,CC.HOA,46.24178,-122.19183,UW.COWS,47.6656,-121.93075,,,,,2.747040431913617,,,,,,,,,,
2279,UW.STOR,47.188099,-121.9888,YH.MF21,46.354801,-122.225197,,,,,3.04155,,,,,,,,,,
2280,CC.OPCH,46.731288,-121.5713,UW.STAR,46.850849,-121.792953,,,,,,,,,,,,,,,
2281,CC.JRO,46.27527,-122.21826,XD.MJ07,46.17878,-122.055779,,,,,,,,,,,,,,,
2282,XD.MD12,46.47694,-121.220673,XD.MH01,46.263901,-122.806267,,,,,2.0191149234693877,,,,,,,,,,
2283,UW.WPW,46.698639,-121.537338,XD.MG08,46.34174,-121.928726,,,,,2.559480963172805,,,,,,,,,,
2284,CC.ARAT,46.789,-121.853,UW.FMW,46.941914,-121.671465,,,,,,,,,,,,,,,
2285,UW.SOS,46.243858,-122.137871,YH.MF85,46.3932,-122.280296,,,,,,,,,,,,,,,
2286,CC.JRO,46.27527,-122.21826,XD.KRES,47.758739,-122.29097,,,,,,,,,,,,,,,
2287,UW.RVW,46.14975,-122.742996,XD.MH09,46.297668,-121.801033,,,,,,,,,,,,,,,
2288,XD.ME02,46.439159,-122.707336,XD.MI04,46.195938,-122.410149,,,,,2.1104431752278376,,,,,,,,,,
2289,CC.PR01,46.910103,-122.037586,UW.HSR,46.17428,-122.18065,,,,,,,,,,,,,,,
2290,UW.SOS,46.243858,-122.137871,XD.MJ06,46.167049,-122.26062,,,,,,,,,,,,,,,
2291,UW.FL2,46.19622,-122.351486,YH.MF72,46.361099,-122.263901,,,,,,,,,,,,,,,
2292,UW.FMW,46.941914,-121.671465,XD.MG06,46.35014,-122.217453,,,,,2.2232025558500568,,,,,,,,,,
2293,UW.EDM,46.19717,-122.15121,YH.MF68,46.3088,-122.337502,,,,,,,,,,,,,,,
2294,CC.ELBE,46.76645,-122.19329,UW.STOR,47.188099,-121.9888,,,,,2.343618376511226,,,,,,,,,,
2295,XD.ME04,46.450611,-122.351936,XD.MF07,46.425629,-122.002274,,,,,3.456233688415446,,,,,,,,,,
2296,XD.MJ03,46.1591,-122.564957,XD.MK12,46.113701,-121.363876,,,,,,,,,,,,,,,
2297,XU.N080,47.164501,-122.551697,XU.S065,46.866798,-122.3806,,,,,,,,,,,,,,,
2298,CC.REM,46.2002,-122.1855,UW.LON,46.750599,-121.809601,,,,,1.7146360487491983,,,,,,,,,,
2299,UW.LACKA,46.85162,-122.48621,UW.TOLE,46.452694,-122.845399,,,,,2.893332196969697,,,,,,,,,,
2300,UW.TBLMT,47.1731,-120.59827,UW.YELM,46.94016,-122.59081,,,,,1.9256166351606807,,,,,,,,,,
2301,CC.ARAT,46.789,-121.853,UW.MANO,46.951105,-120.724695,,,,,1.897266801414856,,,,,,,,,,
2302,XD.MI05,46.231098,-122.292122,XD.MK12,46.113701,-121.363876,,,,,2.532059330543933,,,,,,,,,,
2303,CC.TAVI,46.7957,-121.88423,UW.LACKA,46.85162,-122.48621,,,,,,,,,,,,,,,
2304,CC.STYX,46.963747,-122.080535,UW.STAR,46.850849,-121.792953,,,,,2.3861905001938735,,,,,,,,,,
2305,CC.ELBE,46.76645,-122.19329,UW.LACKA,46.85162,-122.48621,,,,,2.6829493132654227,,,,,,,,,,
2306,UW.RVW,46.14975,-122.742996,YH.MF64,46.329498,-122.295197,,,,,,,,,,,,,,,
2307,XD.MH01,46.263901,-122.806267,XD.MK08,46.117378,-122.046066,,,,,,,,,,,,,,,
2308,CC.SWF2,46.178349,-122.216766,UW.LCW2,46.66293,-122.6973,,,,,2.91160435706695,,,,,,,,,,
2309,XD.MI09,46.22937,-121.834473,XD.MJ03,46.1591,-122.564957,,,,,2.112544304522038,,,,,,,,,,
2310,UW.HTW,47.80377,-121.76887,UW.YELM,46.94016,-122.59081,,,,,1.6010013879561227,,,,,,,,,,
2311,CC.TABR,46.80435,-121.84948,CC.VOIT,46.96636,-121.98328,,,,,2.5244190056639395,,,,,,,,,,
2312,UW.HTW,47.80377,-121.76887,XU.S065,46.866798,-122.3806,,,,,,,,,,,,,,,
2313,UW.ELK,46.30597,-122.34167,XD.MG10,46.344719,-121.658089,,,,,,,,,,,,,,,
2314,XD.MG08,46.34174,-121.928726,XD.MH04,46.279461,-122.427071,,,,,2.729201792114695,,,,,,,,,,
2315,CC.GNOB,46.79414,-121.91438,UW.MOX,46.577004,-120.299609,,,,,,,,,,,,,,,
2316,CC.UNFR,46.27251,-122.291983,UW.STOR,47.188099,-121.9888,,,,,,,,,,,,,,,
2317,UW.FMW,46.941914,-121.671465,XD.MI10,46.21928,-121.67823,,,,,2.7654925355450235,,,,,,,,,,
2318,CC.JRO,46.27527,-122.21826,UW.RVW2,46.152752,-122.74122,,,,,2.0849225472547257,,,,,,,,,,
2319,XD.MA05,46.754669,-122.226189,XD.ME03,46.452068,-122.576469,,,,,3.165434774066798,,,,,,,,,,
2320,XU.E060,46.626499,-121.264503,YW.FACD,46.6619,-122.852097,,,,,2.8486549522255884,,,,,,,,,,
2321,UW.ASR2,46.139699,-121.597405,UW.RATT,47.42546,-121.80254,,,,,2.721346443051972,,,,,,,,,,
2322,XD.MH01,46.263901,-122.806267,XD.MK11,46.152538,-121.601936,,,,,,,,,,,,,,,
2323,CC.SUG,46.215549,-122.176262,XD.MG10,46.344719,-121.658089,,,,,,,,,,,,,,,
2324,UW.NAC,46.733009,-120.824852,XD.MI09,46.22937,-121.834473,,,,,2.1312152398595945,,,,,,,,,,
2325,CC.LOO,46.22375,-122.18439,UW.BDGR,46.85763,-120.29764,,,,,,,,,,,,,,,
2326,UW.RER,46.81858,-121.8425,XD.MG10,46.344719,-121.658089,,,,,,,,,,,,,,,
2327,CC.PR01,46.910103,-122.037586,UW.STOR,47.188099,-121.9888,,,,,,,,,,,,,,,
2328,UW.RCS,46.870831,-121.732307,XU.S100,46.980099,-121.108398,,,,,,,,,,,,,,,
2329,XD.MK07,46.152699,-122.116768,XD.MK11,46.152538,-121.601936,,,,,2.149666814720812,,,,,,,,,,
2330,XU.N130,47.247002,-121.047997,XU.S065,46.866798,-122.3806,,,,,,,,,,,,,,,
2331,UW.GHW,47.041489,-122.273727,XD.MI10,46.21928,-121.67823,,,,,1.8721894278314104,,,,,,,,,,
2332,TA.E06A,46.543301,-120.979103,UW.TWW,47.13801,-120.86952,,,,,,,,,,,,,,,
2333,UW.LO2,46.750599,-121.809601,UW.MANO,46.951105,-120.724695,,,,,1.6526902647309991,,,,,,,,,,
2334,XD.MB07,46.623779,-122.042389,XD.MK07,46.152699,-122.116768,,,,,2.662148824158204,,,,,,,,,,
2335,CC.SWF2,46.178349,-122.216766,CC.TABR,46.80435,-121.84948,,,,,,,,,,,,,,,
2336,CC.STYX,46.963747,-122.080535,UW.ETW,47.60451,-120.33265,,,,,,,,,,,,,,,
2337,XU.S055,46.839401,-122.731102,XU.S080,47.004002,-121.988098,,,,,2.135335519568151,,,,,,,,,,
2338,UW.FMW,46.941914,-121.671465,XD.MI09,46.22937,-121.834473,,,,,,,,,,,,,,,
2339,CC.SEP,46.19978,-122.190857,UW.MOX,46.577004,-120.299609,,,,,2.02529005211874,,,,,,,,,,
2340,CC.CARB,46.98832,-122.00541,CC.OBSR,46.899719,-121.815331,,,,,,,,,,,,,,,
2341,UW.TDL,46.35067,-122.21704,XD.MK12,46.113701,-121.363876,,,,,2.7776305,,,,,,,,,,
2342,UW.GNW,47.56413,-122.82498,XD.MG10,46.344719,-121.658089,,,,,2.7591281675749317,,,,,,,,,,
2343,UW.GRCC,47.31237,-122.180283,XU.E050,46.768902,-122.091599,,,,,,,,,,,,,,,
2344,UW.ASR2,46.139699,-121.597405,UW.ETW,47.60451,-120.33265,,,,,,,,,,,,,,,
2345,CC.COPP,46.79798,-121.82875,UW.RVW2,46.152752,-122.74122,,,,,,,,,,,,,,,
2346,CC.TAVI,46.7957,-121.88423,UW.RVW2,46.152752,-122.74122,,,,,2.6857717418944693,,,,,,,,,,
2347,UW.LON,46.750599,-121.809601,XD.MG03,46.33807,-122.476189,,,,,2.564067342931937,,,,,,,,,,
2348,UW.TDL,46.35067,-122.21704,XD.ME04,46.450611,-122.351936,,,,,,,,,,,,,,,
2349,CC.OBSR,46.899719,-121.815331,UW.WPEQ,46.613279,-121.404485,,,,,,,,,,,,,,,
2350,CC.CARB,46.98832,-122.00541,UW.SP2,47.55629,-122.249229,,,,,3.582709261186264,,,,,,,,,,
2351,CC.SWF2,46.178349,-122.216766,UW.CINE,46.5566,-122.5673,,,,,,,,,,,,,,,
2352,CC.JRO,46.27527,-122.21826,XD.MH03,46.268421,-122.594116,,,,,3.316140486925158,,,,,,,,,,
2353,UW.ELK,46.30597,-122.34167,UW.ELL,46.909512,-120.567513,,,,,2.6463188870151773,,,,,,,,,,
